Fighter1,Fighter2,Winner?,Fight Method,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed F1R1,Total Strike Missed F1R1,Non-Sig. Strike Landed F1R1,Non-Sig. Strike Missed F1R1,Sig. Strike Landed F1R1,Sig. Strike Missed F1R1,Head F1R1,Body F1R1,Leg F1R1,Distance F1R1,Clinch F1R1,Ground F1R1,Knockdowns F1R1,TD Completed F1R1,TD Missed F1R1,Sub. Att F1R1,Rev. F1R1,Ctrl Time (Minutes) F1R1,Winner?,Total Strike Landed F2R1,Total Strike Missed F2R1,Non-Sig. Strike Landed F2R1,Non-Sig. Strike Missed F2R1,Sig. Strike Landed F2R1,Sig. Strike Missed F2R1,Head F2R1,Body F2R1,Leg F2R1,Distance F2R1,Clinch F2R1,Ground F2R1,Knockdowns F2R1,TD Completed F2R1,TD Missed F2R1,Sub. Att F2R1,Rev. F2R1,Ctrl Time (Minutes) F2R1,Total Strike Landed F1R2,Total Strike Missed F1R2,Non-Sig. Strike Landed F1R2,Non-Sig. Strike Missed F1R2,Sig. Strike Landed F1R2,Sig. Strike Missed F1R2,Head F1R2,Body F1R2,Leg F1R2,Distance F1R2,Clinch F1R2,Ground F1R2,Knockdowns F1R2,TD Completed F1R2,TD Missed F1R2,Sub. Att F1R2,Rev. F1R2,Ctrl Time (Minutes) F1R2,Total Strike Landed F2R2,Total Strike Missed F2R2,Non-Sig. Strike Landed F2R2,Non-Sig. Strike Missed F2R2,Sig. Strike Landed F2R2,Sig. Strike Missed F2R2,Head F2R2,Body F2R2,Leg F2R2,Distance F2R2,Clinch F2R2,Ground F2R2,Knockdowns F2R2,TD Completed F2R2,TD Missed F2R2,Sub. Att F2R2,Rev. F2R2,Ctrl Time (Minutes) F2R2,Total Strike Landed F1R3,Total Strike Missed F1R3,Non-Sig. Strike Landed F1R3,Non-Sig. Strike Missed F1R3,Sig. Strike Landed F1R3,Sig. Strike Missed F1R3,Head F1R3,Body F1R3,Leg F1R3,Distance F1R3,Clinch F1R3,Ground F1R3,Knockdowns F1R3,TD Completed F1R3,TD Missed F1R3,Sub. Att F1R3,Rev. F1R3,Ctrl Time (Minutes) F1R3,Total Strike Landed F2R3,Total Strike Missed F2R3,Non-Sig. Strike Landed F2R3,Non-Sig. Strike Missed F2R3,Sig. Strike Landed F2R3,Sig. Strike Missed F2R3,Head F2R3,Body F2R3,Leg F2R3,Distance F2R3,Clinch F2R3,Ground F2R3,Knockdowns F2R3,TD Completed F2R3,TD Missed F2R3,Sub. Att F2R3,Rev. F2R3,Ctrl Time (Minutes) F2R3,Total Strike Landed F1R4,Total Strike Missed F1R4,Non-Sig. Strike Landed F1R4,Non-Sig. Strike Missed F1R4,Sig. Strike Landed F1R4,Sig. Strike Missed F1R4,Head F1R4,Body F1R4,Leg F1R4,Distance F1R4,Clinch F1R4,Ground F1R4,Knockdowns F1R4,TD Completed F1R4,TD Missed F1R4,Sub. Att F1R4,Rev. F1R4,Ctrl Time (Minutes) F1R4,Total Strike Landed F2R4,Total Strike Missed F2R4,Non-Sig. Strike Landed F2R4,Non-Sig. Strike Missed F2R4,Sig. Strike Landed F2R4,Sig. Strike Missed F2R4,Head F2R4,Body F2R4,Leg F2R4,Distance F2R4,Clinch F2R4,Ground F2R4,Knockdowns F2R4,TD Completed F2R4,TD Missed F2R4,Sub. Att F2R4,Rev. F2R4,Ctrl Time (Minutes) F2R4,Total Strike Landed F1R5,Total Strike Missed F1R5,Non-Sig. Strike Landed F1R5,Non-Sig. Strike Missed F1R5,Sig. Strike Landed F1R5,Sig. Strike Missed F1R5,Head F1R5,Body F1R5,Leg F1R5,Distance F1R5,Clinch F1R5,Ground F1R5,Knockdowns F1R5,TD Completed F1R5,TD Missed F1R5,Sub. Att F1R5,Rev. F1R5,Ctrl Time (Minutes) F1R5,Total Strike Landed F2R5,Total Strike Missed F2R5,Non-Sig. Strike Landed F2R5,Non-Sig. Strike Missed F2R5,Sig. Strike Landed F2R5,Sig. Strike Missed F2R5,Head F2R5,Body F2R5,Leg F2R5,Distance F2R5,Clinch F2R5,Ground F2R5,Knockdowns F2R5,TD Completed F2R5,TD Missed F2R5,Sub. Att F2R5,Rev. F2R5,Ctrl Time (Minutes) F2R5
Drew Dober,Marco Polo Reyes,1,KO/TKO,1:07,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Lightweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,1,17,12,1,1,16,11,15,0,1,11,1,4,1,0,0,0,0,0.083333333,1,5,9,0,0,5,9,4,0,1,5,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Menifield,Paul Craig,1,KO/TKO,3:19,3 Rnd (5-5-5),Herb Dean,Punch to Head On Ground,Light Heavyweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,1,8,15,0,1,8,14,6,1,1,3,1,4,0,0,0,0,0,1.366666667,1,21,7,14,1,7,6,3,4,0,4,3,0,0,0,1,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Ramos,Journey Newson,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Travis Metteer,Nick Vogel 27 - 30. Nick Palmer 27 - 30. Derek Cleary 27 - 30.,Bantamweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,3,10,30,1,0,9,30,2,2,5,8,1,0,0,1,0,0,0,0.766666667,1,12,27,2,1,10,26,0,3,7,9,1,0,0,0,1,0,0,0.166666667,17,30,0,0,17,30,11,3,3,17,0,0,0,0,0,0,0,0,17,42,0,0,17,42,5,4,8,17,0,0,0,0,0,0,0,0,21,21,7,1,14,20,10,3,1,12,0,2,0,2,0,0,0,2,12,17,1,0,11,17,4,2,5,11,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eryk Anders,Vinicius Moreira,1,KO/TKO,1:18,3 Rnd (5-5-5),Vance Swerdan,Punch to Head At Distance,Light Heavyweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,1,13,4,2,0,11,4,11,0,0,5,2,4,1,0,0,0,0,0.166666667,1,2,1,0,0,2,1,0,1,1,2,0,0,0,0,5,0,0,0.683333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Gordon,Dan Moret,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Herb Dean,Kyle Shiely 27 - 30. Sal D'amato 27 - 30. Derek Cleary 28 - 29.,Lightweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,3,38,16,19,5,19,11,17,1,1,12,7,0,0,1,2,0,0,2.05,1,26,28,2,0,24,28,9,13,2,13,11,0,0,1,0,0,0,0.933333333,47,20,22,5,25,15,23,2,0,3,1,21,0,0,0,0,1,3.466666667,8,9,1,2,7,7,1,3,3,7,0,0,0,1,0,1,0,0.983333333,86,11,82,6,4,5,3,1,0,2,0,2,0,1,2,0,1,4.216666667,3,4,0,0,3,4,1,2,0,1,1,1,0,0,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalcha Lungiambula,Dequan Townsend,1,KO/TKO,0:42,3 Rnd (5-5-5),Travis Metteer,Punch to Head At Distance,Light Heavyweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,3,17,5,11,1,6,4,2,4,0,3,2,1,0,2,2,0,0,3.266666667,1,10,10,5,1,5,9,2,2,1,3,2,0,0,0,0,0,0,0.033333333,27,7,17,3,10,4,5,5,0,1,0,9,0,2,0,0,0,4.2,21,6,14,0,7,6,5,2,0,4,0,3,0,0,0,0,0,0,20,4,4,1,16,3,15,0,1,3,0,13,1,0,0,0,0,0.25,1,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emily Whitmire,Amanda Ribas,0,Submission,2:10,3 Rnd (5-5-5),Vance Swerdan,Rear Naked Choke,Women's Strawweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,2,14,7,11,1,3,6,2,1,0,2,0,1,0,0,0,0,1,1.566666667,0,35,8,30,1,5,7,5,0,0,3,0,2,0,1,3,1,0,3.016666667,4,12,0,0,4,12,2,2,0,2,2,0,0,0,0,0,0,0,32,17,16,4,16,13,11,4,1,7,4,5,0,1,0,1,0,1.516666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Greene,Junior Albini,1,KO/TKO,3:38,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,Heavyweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",6/29/19,1,39,46,2,0,37,46,17,9,11,31,4,2,2,0,0,0,0,0.6,1,22,25,3,0,19,25,10,7,2,17,2,0,0,0,0,0,0,0.516666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato Moicano,Chan Sung Jung,0,KO/TKO,0:58,5 Rnd (5-5-5-5-5),Blake Grice,Punch to Head At Distance,Featherweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,2,0,16,8,15,0,1,3,0,13,1,0,0,0,0,0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Barberena,Randy Brown,0,KO/TKO,2:54,3 Rnd (5-5-5),Dan Miragliotta,Kick to Body At Distance,Welterweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,60,10,44,1,16,9,2,4,10,15,1,0,0,0,0,0,0,0.116666667,0,29,21,0,0,29,21,6,12,11,18,11,0,0,0,0,0,0,0.7,52,28,31,1,21,27,9,7,5,5,13,3,0,0,0,0,0,0.866666667,24,16,2,0,22,16,13,8,1,13,9,0,0,0,0,0,0,1.733333333,10,18,0,0,10,18,4,0,6,9,1,0,0,0,0,0,0,0,38,26,0,0,38,26,25,11,2,28,10,0,1,0,0,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Ewell,Anderson Dos Santos,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Gary Copeland,Chris Lee 28 - 29. Nikki Messer 28 - 29. Kevin James 27 - 29.,Bantamweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,33,37,1,0,32,37,29,3,0,31,1,0,0,0,0,0,0,0,1,15,37,2,0,13,37,11,1,1,13,0,0,0,0,2,0,0,0.566666667,25,45,0,0,25,45,22,2,1,25,0,0,0,0,0,0,0,0.033333333,11,39,3,0,8,39,6,0,2,7,0,1,0,1,1,0,0,0.516666667,16,18,0,0,16,18,16,0,0,16,0,0,0,0,0,0,0,0,37,24,23,3,14,21,9,2,3,9,4,1,0,1,4,0,0,2.783333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Lee,Montana De La Rosa,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Gary Copeland,Matthew Mesardjian 27 - 30. Derek Cleary 27 - 30. Eric Colon 28 - 29.,Women's Flyweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,28,24,3,0,25,24,11,10,4,15,10,0,0,1,0,0,0,0.05,1,13,45,7,2,6,43,4,1,1,4,2,0,0,2,2,0,0,1.5,30,10,5,0,25,10,14,8,3,20,3,2,0,0,2,0,0,0.15,13,35,10,0,3,35,2,1,0,3,0,0,0,2,3,0,0,1.3,24,19,1,0,23,19,13,7,3,8,4,11,0,0,0,0,0,2.283333333,14,16,9,1,5,15,3,2,0,4,1,0,0,1,2,1,0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Holland,Alessio Di Chirico,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Blake Grice,Kevin James 28 - 29. Chris Lee 28 - 29. Sal D'amato 28 - 29.,Middleweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,96,24,75,0,21,24,4,7,10,11,10,0,0,0,0,0,0,1.466666667,1,25,10,7,0,18,10,12,1,5,9,8,1,0,1,1,0,0,0.85,57,17,47,2,10,15,2,4,4,6,4,0,0,0,2,0,0,1.866666667,24,11,4,2,20,9,14,2,4,13,7,0,0,0,1,0,0,0.666666667,39,20,12,0,27,20,7,7,13,26,1,0,0,0,1,0,0,0,13,14,0,0,13,14,3,3,7,13,0,0,0,1,0,0,0,0.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Ige,Kevin Aguilar,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Jimmy Neely,Eric Colon 28 - 29. Nikki Messer 28 - 29. Derek Cleary 27 - 29.,Featherweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,45,20,18,0,27,20,18,4,5,15,0,12,1,0,2,0,0,2.1,1,18,20,9,0,9,20,6,2,1,9,0,0,0,0,0,0,0,0,16,1,3,0,13,1,9,3,1,4,0,9,0,1,0,0,0,1.916666667,32,9,23,0,9,9,8,1,0,2,0,7,0,0,0,0,1,2.066666667,31,33,0,0,31,33,25,5,1,25,6,0,0,0,1,0,0,0.1,15,42,0,0,15,42,7,7,1,10,5,0,0,1,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Yoder,Syuri Kondo,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Gary Copeland,Chris Lee 26 - 30. Sal D'amato 25 - 30. Matthew Mesardjian 24 - 30.,Women's Strawweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,57,16,19,4,38,12,34,4,0,5,0,33,0,1,1,0,0,4.616666667,1,7,2,2,0,5,2,2,3,0,4,1,0,0,0,0,0,0,0,35,9,24,4,11,5,4,6,1,6,3,2,0,0,2,0,0,4,18,9,2,0,16,9,13,3,0,2,11,3,0,0,0,0,0,0.116666667,55,22,29,14,26,8,23,2,1,2,2,22,0,0,1,0,0,4.283333333,10,10,8,4,2,6,2,0,0,1,1,0,0,0,0,1,0,0.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Wiman,Luis Pena,0,KO/TKO,1:14,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,Lightweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,10,6,2,0,8,6,0,0,8,8,0,0,0,1,1,0,0,0.15,0,38,30,3,0,35,30,33,2,0,0,9,26,0,0,0,0,1,3.15,11,6,2,0,9,6,2,2,5,9,0,0,0,0,1,0,0,0.083333333,37,12,8,1,29,11,29,0,0,8,0,21,0,1,0,1,0,4.05,7,6,0,0,7,6,0,1,6,7,0,0,0,0,0,0,0,0,23,20,0,0,23,20,22,1,0,10,0,13,0,0,0,0,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Crowder,Jairzinho Rozenstruik,0,KO/TKO,0:09,3 Rnd (5-5-5),Blake Grice,Punches to Head On Ground,Heavyweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,1,0,1,0,3,1,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane da Silva,Molly McCann,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Jimmy Neely,Nikki Messer 27 - 30. Kevin James 27 - 30. Derek Cleary 27 - 30.,Women's Flyweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,27,64,0,0,27,64,15,9,3,26,1,0,0,0,0,0,0,0,0,39,38,1,0,38,38,24,3,11,33,2,3,0,1,0,0,0,0.233333333,21,63,0,0,21,63,7,7,7,20,0,1,0,0,0,0,0,0,35,26,0,0,35,26,21,3,11,30,0,5,0,1,0,0,0,0.5,20,76,0,0,20,76,11,4,5,19,1,0,0,0,0,0,0,0.033333333,35,41,0,0,35,41,21,3,11,33,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deron Winn,Eric Spicely,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 28 - 29. Matthew Mesardjian 28 - 29. Chris Lee 28 - 29.,Middleweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",6/22/19,3,38,52,1,0,37,52,24,11,2,33,4,0,0,0,2,0,0,0.033333333,1,25,36,0,0,25,36,20,5,0,16,9,0,0,0,0,0,0,0.05,77,83,0,0,77,83,56,21,0,59,18,0,0,0,0,0,0,0.8,37,33,0,0,37,33,31,5,1,26,11,0,0,0,0,0,0,0,56,63,1,0,55,63,45,7,3,45,10,0,0,0,1,0,0,0.466666667,46,47,0,0,46,47,39,7,0,32,14,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Cejudo,Marlon Moraes,1,KO/TKO,4:51,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground,UFC Bantamweight Title Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,3,5,17,0,0,5,17,3,0,2,5,0,0,0,0,1,0,0,0,1,16,21,0,0,16,21,4,3,9,16,0,0,0,0,0,0,0,0,41,46,3,0,38,46,31,5,2,27,11,0,0,0,0,0,0,0,31,28,0,0,31,28,24,1,6,30,1,0,0,0,1,0,0,0,53,20,6,2,47,18,39,8,0,13,8,26,0,1,2,1,0,2.666666667,12,13,2,0,10,13,7,3,0,8,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentina Shevchenko,Jessica Eye,1,KO/TKO,0:26,5 Rnd (5-5-5-5-5),Robert Madrigal,Kick to Head At Distance,UFC Women's Flyweight Title Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,2,35,2,29,0,6,2,3,3,0,3,2,1,0,2,0,1,0,4.233333333,1,41,6,40,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0.033333333,2,1,0,0,2,1,1,1,0,2,0,0,1,0,0,0,0,0.033333333,1,4,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Ferguson,Donald Cerrone,1,TKO - Doctor's Stoppage,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Lightweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,2,52,52,0,0,52,52,31,14,7,51,1,0,0,0,0,0,0,0,1,38,57,0,0,38,57,28,6,4,38,0,0,0,0,0,0,0,0,52,44,0,0,52,44,34,11,7,52,0,0,0,0,0,0,0,0,30,60,0,0,30,60,15,9,6,30,0,0,0,1,0,0,0,0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmie Rivera,Petr Yan,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Kevin MacDonald,Brandon Mason 28 - 29. Sal D'amato 28 - 29. Gabriel Sabaitis 27 - 30.,Bantamweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,3,19,23,2,0,17,23,7,2,8,12,5,0,0,0,0,0,0,0.233333333,0,15,41,1,0,14,41,9,4,1,6,5,3,1,0,2,0,0,0.283333333,28,36,1,0,27,36,16,5,6,24,3,0,0,0,1,0,0,0.416666667,25,41,1,1,24,40,19,3,2,20,3,1,1,0,0,0,0,0.133333333,29,60,0,0,29,60,19,8,2,24,1,4,0,0,2,0,0,0,18,52,0,0,18,52,12,6,0,16,2,0,0,1,0,0,0,0.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Tuivasa,Blagoy Ivanov,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Dan Miragliotta,Brian Puccillo 28 - 29. Chris Lee 27 - 30. Brandon Mason 27 - 30.,Heavyweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,3,15,23,1,0,14,23,10,1,3,9,5,0,0,0,0,0,0,1.8,0,23,12,1,0,22,12,20,2,0,16,1,5,1,0,0,0,0,0.5,27,35,0,0,27,35,17,1,9,24,3,0,0,0,0,0,0,0.416666667,30,24,0,0,30,24,27,3,0,30,0,0,0,1,0,0,0,0.116666667,24,22,1,0,23,22,12,4,7,17,6,0,0,0,0,0,0,0.433333333,28,14,7,0,21,14,18,2,1,16,4,1,0,1,0,0,0,2.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatiana Suarez,Nina Nunes,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Robert Madrigal,Gabriel Sabaitis 28 - 29. Ron McCarthy 28 - 29. Brian Puccillo 28 - 29.,Women's Strawweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,3,28,15,11,2,17,13,8,7,2,2,0,15,0,2,3,0,0,4.633333333,1,7,3,4,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,34,16,9,2,25,14,14,6,5,11,3,11,0,2,2,0,0,3.35,16,15,1,0,15,15,9,5,1,10,3,2,0,0,0,0,0,0,33,40,0,0,33,40,7,9,17,29,4,0,0,0,4,0,0,0.3,31,33,1,0,30,33,19,10,1,29,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aljamain Sterling,Pedro Munhoz,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Marc Goddard,Gabriel Sabaitis 27 - 30. Ron McCarthy 27 - 30. Brian Puccillo 27 - 30.,Bantamweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,3,48,55,0,0,48,55,28,17,3,47,1,0,0,0,3,0,0,0,1,27,59,0,0,27,59,14,8,5,25,2,0,0,0,0,0,0,0.05,62,47,0,0,62,47,45,10,7,62,0,0,0,0,2,0,0,0,44,51,3,1,41,50,15,14,12,40,1,0,0,0,0,0,0,0.033333333,65,73,1,0,64,73,50,9,5,63,1,0,0,0,2,0,0,0,37,51,0,0,37,51,15,7,15,37,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karolina Kowalkiewicz,Alexa Grasso,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Kevin MacDonald,Sal D'amato 27 - 30. Brandon Mason 27 - 30. Chris Lee 27 - 30.,Women's Strawweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,3,34,49,1,0,33,49,22,6,5,29,4,0,0,0,0,0,0,0.05,0,46,86,4,0,42,86,25,7,10,37,5,0,0,0,0,0,0,0.116666667,34,54,1,0,33,54,19,13,1,29,4,0,0,0,0,0,0,0.466666667,60,68,11,0,49,68,33,9,7,41,8,0,0,0,0,0,0,0,24,39,0,0,24,39,14,8,2,21,3,0,0,0,0,0,0,0.05,57,67,0,0,57,67,34,17,6,45,12,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Lamas,Calvin Kattar,0,KO/TKO,4:06,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Featherweight Bout,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",6/8/19,1,12,17,0,0,12,17,2,4,6,12,0,0,0,0,1,0,0,0,0,22,19,0,0,22,19,11,11,0,16,2,4,1,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
